m 20x15
t 1 8 7 0.0
t 1 9 7 0.0
t 1 10 7 0.0
t 1 11 7 0.0
t 1 12 7 0.0
t 1 13 7 0.0
t 1 14 7 0.0
t 1 15 7 0.0
t 0 16 7 0.0
t 1 17 7 0.0
t 1 18 7 0.0
t 1 19 7 0.0
t 1 0 8 0.0
t 1 1 8 0.0
t 1 2 8 0.0
t 1 3 8 0.0
t 0 4 8 0.0
t 1 5 8 0.0
t 1 6 8 0.0
t 1 7 8 0.0
t 1 8 8 0.0
t 1 9 8 0.0
t 1 10 8 0.0
t 1 11 8 0.0
t 1 12 8 0.0
t 1 13 8 0.0
t 1 14 8 0.0
t 1 15 8 0.0
t 0 16 8 0.0
t 1 17 8 0.0
t 1 18 8 0.0
t 1 19 8 0.0
t 1 0 9 0.0
t 1 1 9 0.0
t 1 2 9 0.0
t 1 3 9 0.0
t 0 4 9 0.0
t 1 5 9 0.0
t 1 6 9 0.0
t 1 7 9 0.0
t 1 8 9 0.0
t 1 9 9 0.0
t 1 10 9 0.0
t 1 11 9 0.0
t 1 12 9 0.0
t 1 13 9 0.0
t 1 14 9 0.0
t 1 15 9 0.0
t 0 16 9 0.0
t 1 17 9 0.0
t 1 18 9 0.0
t 1 19 9 0.0
t 1 0 10 0.0
t 1 1 10 0.0
t 1 2 10 0.0
t 1 3 10 0.0
t 0 4 10 0.0
t 1 5 10 0.0
t 1 6 10 0.0
t 1 7 10 0.0
t 1 8 10 0.0
t 1 9 10 0.0
t 1 10 10 0.0
t 1 11 10 0.0
t 1 12 10 0.0
t 1 13 10 0.0
t 1 14 10 0.0
t 1 15 10 0.0
t 0 16 10 0.0
t 1 17 10 0.0
t 1 18 10 0.0
t 1 19 10 0.0
t 1 0 11 0.0
t 1 1 11 0.0
t 1 2 11 0.0
t 1 3 11 0.0
t 0 4 11 0.0
t 1 5 11 0.0
t 1 6 11 0.0
t 1 7 11 0.0
t 1 8 11 0.0
t 1 9 11 0.0
t 1 10 11 0.0
t 1 11 11 0.0
t 1 12 11 0.0
t 1 13 11 0.0
t 1 14 11 0.0
t 1 15 11 0.0
t 0 16 11 0.0
t 1 17 11 0.0
t 1 18 11 0.0
t 1 19 11 0.0
t 1 0 12 0.0
t 1 1 12 0.0
t 1 2 12 0.0
t 0 3 12 0.0
t 0 4 12 0.0
t 0 5 12 0.0
t 1 6 12 0.0
t 1 7 12 0.0
t 1 8 12 0.0
t 1 9 12 0.0
t 1 10 12 0.0
t 1 11 12 0.0
t 1 12 12 0.0
t 1 13 12 0.0
t 1 14 12 0.0
t 0 15 12 0.0
t 0 16 12 0.0
t 0 17 12 0.0
t 1 18 12 0.0
t 1 19 12 0.0
t 1 0 13 0.0
t 1 1 13 0.0
t 0 2 13 0.0
t 0 3 13 0.0
t 0 4 13 0.0
t 0 5 13 0.0
t 0 6 13 0.0
t 1 7 13 0.0
t 1 8 13 0.0
t 1 9 13 0.0
t 1 10 13 0.0
t 1 11 13 0.0
t 1 12 13 0.0
t 1 13 13 0.0
t 1 14 13 0.0
t 0 15 13 0.0
t 0 16 13 0.0
t 0 17 13 0.0
t 1 18 13 0.0
t 1 19 13 0.0
t 0 0 14 0.0
t 0 1 14 0.0
t 0 2 14 0.0
t 0 3 14 0.0
t 0 4 14 0.0
t 0 5 14 0.0
t 0 6 14 0.0
t 0 7 14 0.0
t 0 8 14 0.0
t 0 9 14 0.0
t 0 10 14 0.0
t 0 11 14 0.0
t 0 12 14 0.0
t 0 13 14 0.0
t 0 14 14 0.0
t 0 15 14 0.0
t 0 16 14 0.0
t 0 17 14 0.0
t 0 18 14 0.0
t 0 19 14 0.0
